lib/,imlib2-1.5.1-1.mz,imlib2-1.5.1-1.mz.desc,imlib2-1.5.1-1.mz.sha256
lib/,lame-3.100-1.mz,lame-3.100-1.mz.desc,jansson-2.12-1.mz.sha256
lib/,libass-0.14.0-1.mz,libass-0.14.0-1.mz.desc,lame-3.100-1.mz.sha256
lib/,libatomic_ops-7.6.6-1.mz,libatomic_ops-7.6.6-1.mz.desc,libass-0.14.0-1.mz.sha256
lib/,libbsd-0.9.1-1.mz,libbsd-0.9.1-1.mz.desc,libatomic_ops-7.6.6-1.mz.sha256
lib/,libconfig-1.7.2-1.mz,libconfig-1.7.2-1.mz.desc,libbsd-0.9.1-1.mz.sha256
lib/,libconfuse-3.2.2-1.mz,libconfuse-3.2.2-1.mz.desc,libconfig-1.7.2-1.mz.sha256
lib/,libdvdread-6.0.1-1.mz,libdvdread-6.0.1-1.mz.desc,libconfuse-3.2.2-1.mz.sha256
lib/,libev-4.22-1.mz,libev-4.22-1.mz.desc,libdvdread-6.0.1-1.mz.sha256
lib/,libexif-0.6.21-1.mz,libexif-0.6.21-1.mz.desc,libev-4.22-1.mz.sha256
lib/,libfilezilla-0.15.1.mz,libfilezilla-0.15.1.mz.desc,libexif-0.6.21-1.mz.sha256
lib/,libid3tag-0.15.1b-1.mz,libid3tag-0.15.1b-1.mz.desc,libid3tag-0.15.1b-1.mz.sha256
lib/,libmad-0.15.1b-1.mz,libmad-0.15.1b-1.mz.desc,libmad-0.15.1b-1.mz.sha256
lib/,libnl-3.4.0-1.mz,libnl-3.4.0-1.mz.desc,libnl-3.4.0-1.mz.sha256
lib/,libogg-1.3.3-1.mz,libogg-1.3.3-1.mz.desc,libogg-1.3.3-1.mz.sha256
lib/,libpcap-1.9.0-1.mz,libpcap-1.9.0-1.mz.desc,libpcap-1.9.0-1.mz.sha256
lib/,libpeas-1.22.0-1.mz,libpeas-1.22.0-1.mz.desc,libpeas-1.22.0-1.mz.sha256
lib/,libsoxr-0.1.3-1.mz,libsoxr-0.1.3-1.mz.desc,libsass-3.5.2-1.mz.sha256
lib/,libssh2-1.8.0-1.mz,libssh2-1.8.0-1.mz.desc,libsoxr-0.1.3-1.mz.sha256
lib/,libtheora-1.1.1-1.mz,libtheora-1.1.1-1.mz.desc,libssh2-1.8.0-1.mz.sha256
lib/,libtirpc-1.0.3-1.mz,libtirpc-1.0.3-1.mz.desc,libtheora-1.1.1-1.mz.sha256
lib/,libvorbis-1.3.6-1.mz,libvorbis-1.3.6-1.mz.desc,libtirpc-1.1.4-1.mz.sha256
lib/,libvpx-1.7.0-1.mz,libvpx-1.7.0-1.mz.desc,libvorbis-1.3.6-1.mz.sha256
lib/,libxft-2.3.3-1.mz,libxft-2.3.3-1.mz.desc,libvpx-1.7.0-1.mz.sha256
lib/,libxml2-2.9.9-1.mz,libxml2-2.9.9-1.mz.desc,libxft-2.3.3-1.mz.sha256
lib/,libxslt-1.1.33-1.mz,libxslt-1.1.33-1.mz.desc,libxml2-2.9.9-1.mz.sha256
lib/,murrine-0.98.2-1.mz,murrine-0.98.2-1.mz.desc,lmdb-0.9.23-1.mz.sha256
lib/,opus-1.2.1-1.mz,opus-1.2.1-1.mz.desc,murrine-0.98.2-1.mz.sha256
lib/,pcre-8.42-1.mz,pcre-8.42-1.mz.desc,opus-1.2.1-1.mz.sha256
lib/,popt-1.16-1.mz,popt-1.16-1.mz.desc,pcre-8.42-1.mz.sha256
lib/,portaudio-190600_20161030-1.mz,portaudio-190600_20161030-1.mz.desc,popt-1.16-1.mz.sha256
lib/,sdl2_image-2.0.4-1.mz,sdl2_image-2.0.4-1.mz.desc,portaudio-190600_20161030-1.mz.sha256
lib/,sdl2_image-2.0.4-2.mz,sdl2_image-2.0.4-2.mz.desc,sdl2_image-2.0.4-1.mz.sha256
lib/,sdl_gfx-2.0.25-1.mz,sdl_gfx-2.0.25-1.mz.desc,sdl2_image-2.0.4-2.mz.sha256
lib/,sdl_image-1.2.12-1.mz,sdl_image-1.2.12-1.mz.desc,sdl_gfx-2.0.25-1.mz.sha256
lib/,sdl_mixer-1.2.12-1.mz,sdl_mixer-1.2.12-1.mz.desc,sdl_image-1.2.12-1.mz.sha256
lib/,sdl_net-1.2.8-1.mz,sdl_net-1.2.8-1.mz.desc,sdl_mixer-1.2.12-1.mz.sha256
lib/,sdl_ttf-2.0.11-1.mz,sdl_ttf-2.0.11-1.mz.desc,sdl_net-1.2.8-1.mz.sha256
lib/,soundtouch-2.1.2-1.mz,soundtouch-2.1.2-1.mz.desc,sdl_ttf-2.0.11-1.mz.sha256
